input_name	text	cl_id	cl_label
B lymphocytes	B lymphocyte	CL:0000236	B cell
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
MonoMac	MonoMac	CL:0000113	mononuclear phagocyte
TNK	TNK	CL:0000542	lymphocyte
cholangiocytes	cholangiocyte	CL:1000488	cholangiocyte
cholangiocytes	cholangiocyte	CL:1000488	cholangiocyte
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
endothelial	endothelial cell	CL:0000115	endothelial cell
endothelial	endothelial	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
hepatocyte	hepatocyte	CL:0000182	hepatocyte
hepatocyte	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
Astrocytes	astrocyte	CL:0000127	astrocyte
astrocyte	astrocyte	CL:0000127	astrocyte
glial cell	glial cell	CL:0000125	glial cell
hPSC	human pluripotent stem cell	CL:0002248	pluripotent stem cell
hPSC	hPSC	CL:0002248	pluripotent stem cell
pluripotent stem cell	pluripotent stem cell	CL:0002248	pluripotent stem cell
LC	langerhans cell	CL:0000453	Langerhans cell
LC	LC	CL:0000453	Langerhans cell
Mela	melanocyte	CL:0000148	melanocyte
Mela	Mela	CL:0000148	melanocyte
Merk	Merkel Cell	CL:0000242	Merkel cell
Merk	Merk	CL:0000242	Merkel cell
Merkel Cells	Merkel Cell	CL:0000242	Merkel cell
Merkel Cells	Merkel Cell	CL:0000242	Merkel cell
SB	Suprabasal (Differentiated) Keratinocyte	CL:4033013	suprabasal keratinocyte
SB	SB	CL:4033013	suprabasal keratinocyte
langerhans cells	langerhans cell	CL:0000453	Langerhans cell
langerhans cells	langerhans cell	CL:0000453	Langerhans cell
melanocytes	melanocyte	CL:0000148	melanocyte
melanocytes	melanocyte	CL:0000148	melanocyte
suprabasal Keratinocytes	Suprabasal (Differentiated) Keratinocyte	CL:4033013	suprabasal keratinocyte
suprabasal Keratinocytes	suprabasal keratinocyte	CL:4033013	suprabasal keratinocyte
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
DN, DP, and SP stages	double negative (DN), double positive (DP), and single positive (SP) stage	CL:0000893	thymocyte
DN, DP, and SP stages	DN, DP, and SP stage	CL:0000893	thymocyte
DP and CD4SP cells	double positive (DP) and CD4 single positive (CD4SP) cell	CL:0000893	thymocyte
DP and CD4SP cells	DP and CD4SP cell	CL:0000893	thymocyte
ETPs	early thymic progenitor	CL:0002425	early T lineage precursor
ETPs	ETP	CL:0002425	early T lineage precursor
mTECs	medullary thymic epithelial cell	CL:0002365	medullary thymic epithelial cell
mTECs	mTEC	CL:0002365	medullary thymic epithelial cell
thymocyte	thymocyte	CL:0000893	thymocyte
thymocyte	thymocyte	CL:0000893	thymocyte
thymocytes	thymocyte	CL:0000893	thymocyte
thymocytes	thymocyte	CL:0000893	thymocyte
CD8 single-positive thymocyte	CD8 single-positive thymocyte	CL:0002437	mature CD8 single-positive thymocyte
CD8 single-positive thymocyte	CD8 single-positive thymocyte	CL:0002437	mature CD8 single-positive thymocyte
splenocytes	splenocyte	CL:2000074	splenocyte
splenocytes	splenocyte	CL:2000074	splenocyte
thymocytes	thymocyte	CL:0000893	thymocyte
thymocytes	thymocyte	CL:0000893	thymocyte
endothelial cell	endothelial cell	CL:0000115	endothelial cell
endothelial cell	endothelial cell	CL:0000115	endothelial cell
Inflammatory (M1) macrophages	Inflammatory (M1) macrophage	CL:0000863	inflammatory macrophage
Inflammatory (M1) macrophages	Inflammatory (M1) macrophage	CL:0000863	inflammatory macrophage
M1	M1 macrophage	CL:0000863	inflammatory macrophage
M1	M1	CL:0000863	inflammatory macrophage
M2	M2 macrophage	CL:0000890	alternatively activated macrophage
M2	M2	CL:0000890	alternatively activated macrophage
anti-inflammatory (M2) macrophages	anti-inflammatory (M2) macrophage	CL:0000890	alternatively activated macrophage
anti-inflammatory (M2) macrophages	anti-inflammatory (M2) macrophage	CL:0000890	alternatively activated macrophage
colonic epithelial cell	colonic epithelial cell	CL:0011108	colon epithelial cell
colonic epithelial cell	colonic epithelial cell	CL:0011108	colon epithelial cell
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
NK	Natural Killer Cell	CL:0000623	natural killer cell
NK	NK	CL:0000623	natural killer cell
EC1	portal venous EC	CL:0009094	endothelial cell of hepatic portal vein
EC1	EC1	CL:0000115	endothelial cell
EC2	periportal LSEC	CL:0019021	endothelial cell of periportal hepatic sinusoid
EC2	EC2	CL:0000115	endothelial cell
EC4	pericentral LSEC	CL:0019022	endothelial cell of pericentral hepatic sinusoid
EC4	EC4	NO MATCH found	
EC5	central venous EC	CL:4033061	endothelial cell of central vein of liver
EC5	EC5	NO MATCH found	
central venous ECs	central venous EC	CL:4033061	endothelial cell of central vein of liver
central venous ECs	central venous EC	CL:4033061	endothelial cell of central vein of liver
pericentral LSECs	pericentral LSEC	CL:0019022	endothelial cell of pericentral hepatic sinusoid
pericentral LSECs	pericentral LSEC	CL:0019022	endothelial cell of pericentral hepatic sinusoid
periportal LSECs	periportal LSEC	CL:0019021	endothelial cell of periportal hepatic sinusoid
periportal LSECs	periportal LSEC	CL:0019021	endothelial cell of periportal hepatic sinusoid
portal venous ECs	portal venous EC	CL:0009094	endothelial cell of hepatic portal vein
portal venous ECs	portal venous EC	CL:0009094	endothelial cell of hepatic portal vein
S-TGCs	sinusoidal trophoblast giant cell	CL:0002488	trophoblast giant cell
S-TGCs	S-TGC	CL:0002488	trophoblast giant cell
spongiotrophoblasts	spongiotrophoblast	CL:0002499	spongiotrophoblast cell
spongiotrophoblasts	spongiotrophoblast	CL:0002499	spongiotrophoblast cell
trophoblast cell	trophoblast cell	CL:0000351	trophoblast cell
trophoblast cell	trophoblast cell	CL:0000351	trophoblast cell
trophoblast progenitor cells	trophoblast progenitor cell	CL:0000351	trophoblast cell
trophoblast progenitor cells	trophoblast progenitor cell	CL:0000351	trophoblast cell
corticotrophs	corticotroph	CL:0002309	corticotroph
corticotrophs	corticotroph	CL:0002309	corticotroph
gonadotrophs	gonadotroph	CL:0000437	gonadtroph
gonadotrophs	gonadotroph	CL:0000437	gonadtroph
lactotrophs	lactotroph	CL:0002311	mammotroph
lactotrophs	lactotroph	CL:0002311	mammotroph
somatotrophs	somatotroph	CL:0002312	somatotroph
somatotrophs	somatotroph	CL:0002312	somatotroph
stem cell	pituitary stem cell	CL:0000034	stem cell
stem cell	stem cell	CL:0000034	stem cell
thyrotrophs	thyrotroph	CL:0000476	thyrotroph
thyrotrophs	thyrotroph	CL:0000476	thyrotroph
blasts	blast	CL:0011115	precursor cell
blasts	blast	CL:0011115	precursor cell
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
reticulocytes	reticulocyte	CL:0000558	reticulocyte
reticulocytes	reticulocyte	CL:0000558	reticulocyte
B cells	B cell	CL:0000236	B cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
Memory B cells	memory B cell	CL:0000787	memory B cell
NKT cells	NKT cell	CL:0000814	mature NK T cell
cytotoxic plasma cells	cytotoxic plasma cell	CL:0000786	plasma cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
DNT cells	double-negative T cell	CL:0002489	double negative thymocyte
DNT cells	DNT cell	CL:0002489	double negative thymocyte
MoMFs	monocyte-derived macrophage	CL:0000235	macrophage
MoMFs	MoMF	CL:0000235	macrophage
NK cells	natural killer cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
NKT cells	natural killer T cell	CL:0000814	mature NK T cell
NKT cells	NKT cell	CL:0000814	mature NK T cell
basophils	basophil	CL:0000767	basophil
basophils	basophil	CL:0000767	basophil
double-positive T (DPT) cells	double-positive T cell	CL:0000809	double-positive, alpha-beta thymocyte
double-positive T (DPT) cells	double-positive T (DPT) cell	CL:0000809	double-positive, alpha-beta thymocyte
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
pDCs	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
pDCs	pDC	CL:0000784	plasmacytoid dendritic cell
plasmacytoid DCs	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
plasmacytoid DCs	plasmacytoid DC	CL:0000784	plasmacytoid dendritic cell
CLP	Common Lymphoid Progenitor	CL:0000051	common lymphoid progenitor
CLP	CLP	CL:0000051	common lymphoid progenitor
CLPs	Common Lymphoid Progenitor	CL:0000051	common lymphoid progenitor
CLPs	CLP	CL:0000051	common lymphoid progenitor
CMP	Common Myeloid Progenitor	CL:0000049	common myeloid progenitor
CMP	CMP	CL:0000049	common myeloid progenitor
Common Myeloid Progenitors	Common Myeloid Progenitor	CL:0000049	common myeloid progenitor
Common Myeloid Progenitors	Common Myeloid Progenitor	CL:0000049	common myeloid progenitor
GMPs	Granulocyte/Monocyte Progenitor	CL:0000557	granulocyte monocyte progenitor cell
GMPs	GMP	CL:0000557	granulocyte monocyte progenitor cell
Granulocyte/Mo Progenitors	Granulocyte/Monocyte Progenitor	CL:0000557	granulocyte monocyte progenitor cell
Granulocyte/Mo Progenitors	Granulocyte/Mo Progenitor	CL:0000557	granulocyte monocyte progenitor cell
LMPP	Lymphoid-primed MultiPotent Progenitor	CL:0000936	early lymphoid progenitor
LMPP	LMPP	CL:0000936	early lymphoid progenitor
LPPs	Lymphoid-Primed Progenitor	CL:0000936	early lymphoid progenitor
LPPs	LPP	CL:0000936	early lymphoid progenitor
Lymphoid-Primed Progenitors	Lymphoid-Primed Progenitor	CL:0000936	early lymphoid progenitor
Lymphoid-Primed Progenitors	Lymphoid-Primed Progenitor	CL:0000936	early lymphoid progenitor
Lymphoid-primed MultiPotent Progenitor	Lymphoid-primed MultiPotent Progenitor	CL:0000837	hematopoietic multipotent progenitor cell
Lymphoid-primed MultiPotent Progenitor	Lymphoid-primed MultiPotent Progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MDPs	Monocyte/Dendritic cell Progenitor	CL:0002009	macrophage dendritic cell progenitor
MDPs	MDP	CL:0002009	macrophage dendritic cell progenitor
MEPs	Megakaryocyte/Erythrocyte Progenitor	CL:0000050	megakaryocyte-erythroid progenitor cell
MEPs	MEP	CL:0000050	megakaryocyte-erythroid progenitor cell
MPPs	Multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPPs	MPP	CL:0000837	hematopoietic multipotent progenitor cell
Megakaryocyte/Erythrocyte Progenitors	Megakaryocyte/Erythrocyte Progenitor	CL:0000050	megakaryocyte-erythroid progenitor cell
Megakaryocyte/Erythrocyte Progenitors	Megakaryocyte/Erythrocyte Progenitor	CL:0000050	megakaryocyte-erythroid progenitor cell
Monocyte (Mo)/Dendritic cell (DC) Progenitors	Monocyte/Dendritic cell Progenitor	CL:0002009	macrophage dendritic cell progenitor
Monocyte (Mo)/Dendritic cell (DC) Progenitors	Monocyte/Dendritic cell Progenitor	CL:0002009	macrophage dendritic cell progenitor
erythroid	erythroid	CL:0000764	erythroid lineage cell
erythroid	erythroid	CL:0000764	erythroid lineage cell
multipotent HSCs	multipotent Hematopoietic Stem Cell	CL:0000037	hematopoietic stem cell
multipotent HSCs	multipotent HSC	CL:0000037	hematopoietic stem cell
myeloid	myeloid	CL:0000763	myeloid cell
myeloid	myeloid	CL:0000763	myeloid cell
oligopotent Common Lymphoid Progenitors	oligopotent Common Lymphoid Progenitor	CL:0000051	common lymphoid progenitor
oligopotent Common Lymphoid Progenitors	oligopotent Common Lymphoid Progenitor	CL:0000051	common lymphoid progenitor
oligopotent MDPs	oligopotent Monocyte/Dendritic cell Progenitor	CL:0002009	macrophage dendritic cell progenitor
oligopotent MDPs	oligopotent MDP	CL:0002009	macrophage dendritic cell progenitor
B cell	B cell	CL:0000236	B cell
B cell	B cell	CL:0000236	B cell
GCs	Granulosa cell	CL:0000501	granulosa cell
GCs	GC	CL:0000501	granulosa cell
Granulosa cells	Granulosa cell	CL:0000501	granulosa cell
Granulosa cells	Granulosa cell	CL:0000501	granulosa cell
oocyte	oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
nucleus pulposus cells	nucleus pulposus cell	CL:0002564	nucleus pulposus cell of intervertebral disc
nucleus pulposus cells	nucleus pulposus cell	CL:0002564	nucleus pulposus cell of intervertebral disc
C-MC	choroidal monocyte	CL:0000576	monocyte
C-MC	C-MC	CL:0000576	monocyte
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
GRAN	granulocyte	CL:0000094	granulocyte
GRAN	GRAN	CL:0000094	granulocyte
MC	monocyte	CL:0000576	monocyte
MC	MC	CL:0000576	monocyte
MG	microglial cell	CL:0000129	microglial cell
MG	MG	CL:0000129	microglial cell
Mphi	macrophage	CL:0000235	macrophage
Mphi	Mphi	CL:0000235	macrophage
NK	natural killer cell	CL:0000623	natural killer cell
NK	NK	CL:0000623	natural killer cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
granulocytes	granulocyte	CL:0000094	granulocyte
leukocytes	leukocyte	CL:0000738	leukocyte
macrophage	macrophage	CL:0000235	macrophage
microglia	microglial cell	CL:0000129	microglial cell
monocyte	monocyte	CL:0000576	monocyte
natural killer cells	natural killer cell	CL:0000623	natural killer cell
B	B cell	CL:0000236	B cell
B	B	CL:0000236	B cell
B/plasma cells	B cell and plasma cell	NO MATCH found	
B/plasma cells	B/plasma cell	NO MATCH found	
CD4+ follicular helper T cell	CD4+ follicular helper T cell	CL:0002038	T follicular helper cell
CD4+ follicular helper T cell	CD4+ follicular helper T cell	CL:0002038	T follicular helper cell
CD4+ regulatory T cell	CD4+ regulatory T cell	CL:0000815	regulatory T cell
CD4+ regulatory T cell	CD4+ regulatory T cell	CL:0000815	regulatory T cell
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
ILC	innate lymphoid cell	CL:0001065	innate lymphoid cell
ILC	ILC	CL:0001065	innate lymphoid cell
MAIT	mucosal-associated invariant T	CL:0000940	mucosal invariant T cell
MAIT	MAIT	CL:0000940	mucosal invariant T cell
NK	natural killer cell	CL:0000623	natural killer cell
NK	NK	CL:0000623	natural killer cell
T/NK/IL	T cell, natural killer cell and innate lymphoid cell	NO MATCH found	
T/NK/IL	T/NK/IL	NO MATCH found	
T/NK/IL cells	T cell, natural killer cell and innate lymphoid cell	NO MATCH found	
T/NK/IL cells	T/NK/IL cell	NO MATCH found	
Tfh	CD4+ follicular helper T cell	CL:0002038	T follicular helper cell
Tfh	Tfh	CL:0002038	T follicular helper cell
Treg	CD4+ regulatory T cell	CL:0000815	regulatory T cell
Treg	Treg	CL:0000815	regulatory T cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
fibro	fibroblast	CL:0000057	fibroblast
fibro	fibro	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
innate lymphoid cell	innate lymphoid cell	CL:0001065	innate lymphoid cell
innate lymphoid cell	innate lymphoid cell	CL:0001065	innate lymphoid cell
macro	macrophage	CL:0000235	macrophage
macro	macro	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
mono	monocyte	CL:0000576	monocyte
mono	mono	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
mucosal-associated invariant T	mucosal-associated invariant T	CL:0000940	mucosal invariant T cell
mucosal-associated invariant T	mucosal-associated invariant T	CL:0000940	mucosal invariant T cell
myeloid	myeloid cell	CL:0000763	myeloid cell
myeloid	myeloid	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
natural killer cell	natural killer cell	CL:0000623	natural killer cell
natural killer cell	natural killer cell	CL:0000623	natural killer cell
pDC	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
pDC	pDC	CL:0000784	plasmacytoid dendritic cell
plasma	plasma cell	CL:0000786	plasma cell
plasma	plasma	CL:0000786	plasma cell
plasmacytoid dendritic cell	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
plasmacytoid dendritic cell	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
T cells	T cell	CL:0000084	T cell
Tconv	conventional CD4+ T cell	CL:0000492	CD4-positive helper T cell
Tconv	Tconv	CL:0000492	CD4-positive helper T cell
Tconv cells	conventional CD4+ T cell	CL:0000492	CD4-positive helper T cell
Tconv cells	Tconv cell	CL:0000492	CD4-positive helper T cell
Treg	regulatory T cell	CL:0000815	regulatory T cell
Treg	Treg	CL:0000815	regulatory T cell
fetal T cell	fetal T cell	CL:0000084	T cell
epithelium	epithelium	CL:0000066	epithelial cell
epithelium	epithelium	CL:0000066	epithelial cell
trophoblast	trophoblast	CL:0000351	trophoblast cell
trophoblast	trophoblast	CL:0000351	trophoblast cell
neutrophil	neutrophil	CL:0000775	neutrophil
neutrophil	neutrophil	CL:0000775	neutrophil
M1	M1 macrophage	CL:0000863	inflammatory macrophage
M1	M1	CL:0000863	inflammatory macrophage
M1 and M2 macrophages	M1 and M2 macrophage	CL:0000235	macrophage
M1 and M2 macrophages	M1 and M2 macrophage	CL:0000235	macrophage
M1 macrophage	M1 macrophage	CL:0000863	inflammatory macrophage
M1 macrophage	M1 macrophage	CL:0000863	inflammatory macrophage
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M2	M2 macrophage	CL:0000890	alternatively activated macrophage
M2	M2	CL:0000890	alternatively activated macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
haematopoietic stem cells	Haematopoietic stem cell	CL:0000037	hematopoietic stem cell
haematopoietic stem cells	haematopoietic stem cell	CL:0000037	hematopoietic stem cell
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
Astrocytes	astrocyte	CL:0000127	astrocyte
Astrocytes	Astrocyte	CL:0000127	astrocyte
Basket cell	Basket cell	CL:0000118	basket cell
Basket cell	Basket cell	CL:0000118	basket cell
Bergman glia	Bergman glial cell	CL:0000644	Bergmann glial cell
Bergman glia	Bergman glial cell	CL:0000644	Bergmann glial cell
Cerebellar Astrocytes	cerebellar astrocyte	CL:0002603	astrocyte of the cerebellum
Cerebellar Astrocytes	Cerebellar Astrocyte	CL:0002603	astrocyte of the cerebellum
Fibrous astrocyte	Fibrous astrocyte	CL:4042008	fibrous astrocyte
Fibrous astrocyte	Fibrous astrocyte	CL:4042008	fibrous astrocyte
Golgi cell	Golgi cell	CL:0000119	cerebellar Golgi cell
Golgi cell	Golgi cell	CL:0000119	cerebellar Golgi cell
Lugaro cell	Lugaro cell	CL:0011006	Lugaro cell
Lugaro cell	Lugaro cell	CL:0011006	Lugaro cell
Purkinje neuron	Purkinje neuron	CL:0000121	Purkinje cell
Purkinje neuron	Purkinje neuron	CL:0000121	Purkinje cell
Stellate cell	Stellate cell	CL:0000122	stellate neuron
Stellate cell	Stellate cell	CL:0000122	stellate neuron
Unipolar brush cell	Unipolar brush cell	CL:4023161	unipolar brush cell
Unipolar brush cell	Unipolar brush cell	CL:4023161	unipolar brush cell
astrocyte cell	astrocyte	CL:0000127	astrocyte
astrocyte cell	astrocyte cell	CL:0000127	astrocyte
cerebellar neuron	cerebellar neuron	CL:1001611	cerebellar neuron
cerebellar neuron	cerebellar neuron	CL:1001611	cerebellar neuron
granule neuron	granule neuron	CL:0000120	granule cell
granule neuron	granule neuron	CL:0000120	granule cell
CCR4 CXCR3+ type-1 CD8+ T cells	CCR4 ¯ CXCR3 + type-1 CD8 + T cell	CL:0000917	Tc1 cell
CCR4 CXCR3+ type-1 CD8+ T cells	CCR4 CXCR3+ type-1 CD8+ T cell	CL:0000917	Tc1 cell
CCR4+CXCR3  type-2 cytotoxic CD8+ T cells	CCR4 + CXCR3 ¯ type-2 cytotoxic CD8 + T cell	CL:0000918	Tc2 cell
CCR4+CXCR3  type-2 cytotoxic CD8+ T cells	CCR4+CXCR3  type-2 cytotoxic CD8+ T cell	CL:0000918	Tc2 cell
CD45RA+ and total CD8+ Tregs	CD45RA + CD8 + regulatory T cell and total CD8 + regulatory T cell	CL:0000795	CD8-positive, alpha-beta regulatory T cell
CD45RA+ and total CD8+ Tregs	CD45RA+ and total CD8+ Treg	CL:0000795	CD8-positive, alpha-beta regulatory T cell
CD45RA+CD8+ regulatory T cells	CD45RA + CD8 + regulatory T cell	CL:0000795	CD8-positive, alpha-beta regulatory T cell
CD45RA+CD8+ regulatory T cells	CD45RA+CD8+ regulatory T cell	CL:0000795	CD8-positive, alpha-beta regulatory T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T-cell	CD8+ T-cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ Tc1	CCR4 ¯ CXCR3 + type-1 CD8 + T cell	CL:0000917	Tc1 cell
CD8+ Tc1	CD8+ Tc1	CL:0000917	Tc1 cell
CD8+ Tc2	CCR4 + CXCR3 ¯ type-2 cytotoxic CD8 + T cell	CL:0000918	Tc2 cell
CD8+ Tc2	CD8+ Tc2	CL:0000918	Tc2 cell
Tregs	CD4 + regulatory T cell	CL:0000815	regulatory T cell
Tregs	Treg	CL:0000815	regulatory T cell
type-2 CD8+ T cells	type-2 cytotoxic CD8 + T cell	CL:0000918	Tc2 cell
type-2 CD8+ T cells	type-2 CD8+ T cell	CL:0000918	Tc2 cell
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
aTreg	activated Treg	CL:0000815	regulatory T cell
aTreg	aTreg	CL:0000815	regulatory T cell
Sst interneurons	somatostatin inhibitory interneuron	CL:0000498	inhibitory interneuron
Sst interneurons	Sst interneuron	CL:0000498	inhibitory interneuron
Sst neuron	somatostatin inhibitory neuron	CL:0000617	GABAergic neuron
Sst neuron	Sst neuron	CL:0000617	GABAergic neuron
Sst neurons	somatostatin inhibitory neuron	CL:0000617	GABAergic neuron
Sst neurons	Sst neuron	CL:0000617	GABAergic neuron
Sst+ interneurons	somatostatin inhibitory interneuron	CL:4023017	sst GABAergic cortical interneuron
Sst+ interneurons	Sst+ interneuron	CL:4023017	sst GABAergic cortical interneuron
cholinergic neurons	cholinergic neuron	CL:0000108	cholinergic neuron
inhibitory cortical neurons	inhibitory cortical neuron	CL:0010011	cerebral cortex GABAergic interneuron
inhibitory interneurons	inhibitory interneuron	CL:0000498	inhibitory interneuron
inhibitory neurons	inhibitory neuron	CL:0000617	GABAergic neuron
neurons	neuron	CL:0000540	neuron
tongue muscle cell	tongue muscle cell	CL:0002673	tongue muscle cell
tongue muscle cell	tongue muscle cell	CL:0002673	tongue muscle cell
neurons	Neuron	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
ASCs	Adult stem cell	CL:0000723	somatic stem cell
ASCs	ASC	CL:0000723	somatic stem cell
SC	stem cell	CL:0000034	stem cell
SC	SC	CL:0000034	stem cell
adult stem cells	adult stem cell	CL:0000723	somatic stem cell
adult stem cells	adult stem cell	CL:0000723	somatic stem cell
hESCs	Human embryonic stem cell	CL:0002322	embryonic stem cell
hESCs	hESC	CL:0002322	embryonic stem cell
hSCs	human stem cell	CL:0000034	stem cell
hSCs	hSC	CL:0000037	hematopoietic stem cell
Dendritic and T cell	dendritic cell and T cell	NO MATCH found	
Dendritic and T cell	Dendritic and T cell	NO MATCH found	
MDSC	Myeloid derived suppressor cell	CL:0000889	myeloid suppressor cell
MDSC	MDSC	CL:0000889	myeloid suppressor cell
MDSCs	Myeloid derived suppressor cell	CL:0000889	myeloid suppressor cell
MDSCs	MDSC	CL:0000889	myeloid suppressor cell
NK cell	NK cell	CL:0000623	natural killer cell
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
regulatory T cell	regulatory T cell	CL:0000815	regulatory T cell
regulatory T cell	regulatory T cell	CL:0000815	regulatory T cell
Neuron	neuron	CL:0000540	neuron
gustatory (taste) neurons	gustatory (taste) neuron	CL:0000101	sensory neuron
taste neuron	taste neuron	CL:0000101	sensory neuron
taste neurons	taste neuron	CL:0000101	sensory neuron
taste receptor cells	taste receptor cell	CL:0000209	taste receptor cell
fibroblast	C3H10T1/2 mouse fibroblast cell	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblasts	C3H10T1/2 mouse fibroblast cell	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
ADSCs	adipose-derived mesenchymal stem cell	CL:0002570	mesenchymal stem cell of adipose tissue
ADSCs	ADSC	CL:0002570	mesenchymal stem cell of adipose tissue
MSC	Mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSC	MSC	CL:0000134	mesenchymal stem cell
MSCs	Mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSCs	MSC	CL:0000134	mesenchymal stem cell
Mesenchymal stem cells	Mesenchymal stem cell	CL:0000134	mesenchymal stem cell
Mesenchymal stem cells	Mesenchymal stem cell	CL:0000134	mesenchymal stem cell
adipocytes	adipocyte	CL:0000136	adipocyte
adipocytes	adipocyte	CL:0000136	adipocyte
adipose-derived mesenchymal stem cells	adipose-derived mesenchymal stem cell	CL:0002570	mesenchymal stem cell of adipose tissue
adipose-derived mesenchymal stem cells	adipose-derived mesenchymal stem cell	CL:0002570	mesenchymal stem cell of adipose tissue
chondrocytes	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
embryonic stem cells	embryonic stem cell	CL:0002322	embryonic stem cell
embryonic stem cells	embryonic stem cell	CL:0002322	embryonic stem cell
multipotent stem cells	multipotent stem cell	CL:0000048	multi fate stem cell
multipotent stem cells	multipotent stem cell	CL:0000048	multi fate stem cell
osteocytes	osteocyte	CL:0000137	osteocyte
osteocytes	osteocyte	CL:0000137	osteocyte
Mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
Mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
capillary endothelial cells	capillary endothelial cell	CL:0002144	capillary endothelial cell
capillary endothelial cells	capillary endothelial cell	CL:0002144	capillary endothelial cell
