input_name	text	cl_id	cl_label
Lin-Sca-1 + c-Kit +	Lin-Sca-1 + c-Kit +	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
LSK	Lin-Sca-1+ c-Kit+	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
LSK	LSK	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
multipotent progenitors	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
multipotent progenitors	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPPs	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPPs	MPP	CL:0000837	hematopoietic multipotent progenitor cell
long-term HSCs	long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
long-term HSCs	long-term HSC	CL:0002034	long term hematopoietic stem cell
HSCLT	long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
HSCLT	HSCLT	CL:0002034	long term hematopoietic stem cell
short-term HSCs	short-term hematopoietic stem cell	CL:0002033	short term hematopoietic stem cell
short-term HSCs	short-term HSC	CL:0002033	short term hematopoietic stem cell
HSCST	short-term hematopoietic stem cell	CL:0002033	short term hematopoietic stem cell
HSCST	HSCST	CL:0002033	short term hematopoietic stem cell
erythroid	erythroid	CL:0000764	erythroid lineage cell
Proerythroblasts	Proerythroblast	CL:0000547	proerythroblast
Proerythroblasts	Proerythroblast	CL:0000547	proerythroblast
basophilic erythroblasts	basophilic erythroblast	CL:0000549	basophilic erythroblast
basophilic erythroblasts	basophilic erythroblast	CL:0000549	basophilic erythroblast
polychromatic erythroblasts	polychromatic erythroblast	CL:0000550	polychromatophilic erythroblast
polychromatic erythroblasts	polychromatic erythroblast	CL:0000550	polychromatophilic erythroblast
orthochromatic erythroblasts	orthochromatic erythroblast	CL:0000552	orthochromatic erythroblast
orthochromatic erythroblasts	orthochromatic erythroblast	CL:0000552	orthochromatic erythroblast
erythroblasts	erythroblast	CL:0000765	erythroblast
erythroblasts	erythroblast	CL:0000765	erythroblast
erythroid progenitors	erythroid progenitor	CL:0000038	erythroid progenitor cell
erythroid progenitors	erythroid progenitor	CL:0000038	erythroid progenitor cell
Lymphoid cell	lymphoid cell	CL:0000542	lymphocyte
Lymphoid cell	lymphoid cell	CL:0000542	lymphocyte
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
Treg	Treg	CL:0000815	regulatory T cell
Treg	Treg	CL:0000815	regulatory T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
T helper type 1 (Th1) cells	T helper type 1 (Th1) cell	CL:0000545	T-helper 1 cell
T helper type 1 (Th1) cells	T helper type 1 (Th1) cell	CL:0000545	T-helper 1 cell
Th1 effector cells	T helper type 1 effector cell	CL:0000545	T-helper 1 cell
Th1 effector cells	Th1 effector cell	CL:0000545	T-helper 1 cell
CD3-expressing T cells	CD3-expressing T cell	CL:0000084	T cell
CD3-expressing T cells	CD3-expressing T cell	CL:0000084	T cell
NK cells	NK cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
CD79-expressing B cells	CD79-expressing B cell	CL:0000236	B cell
CD79-expressing B cells	CD79-expressing B cell	CL:0000236	B cell
B cell	B cell	CL:0000236	B cell
B cell	B cell	CL:0000236	B cell
type 1 B cells	type 1 B cell	CL:0000819	B-1 B cell
type 1 B cells	type 1 B cell	CL:0000819	B-1 B cell
B1	type 1 B cell	CL:0000819	B-1 B cell
B1	B1	CL:0000819	B-1 B cell
type 2 B cells	type 2 B cell	CL:0000822	B-2 B cell
type 2 B cells	type 2 B cell	CL:0000822	B-2 B cell
B2	type 2 B cell	CL:0000822	B-2 B cell
B2	B2	CL:0000822	B-2 B cell
B1 cells	type 1 B cell	CL:0000819	B-1 B cell
B1 cells	B1 cell	CL:0000819	B-1 B cell
B2 cells	type 2 B cell	CL:0000822	B-2 B cell
B2 cells	B2 cell	CL:0000822	B-2 B cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
EC	endothelial cell	CL:0000115	endothelial cell
EC	EC	CL:0000115	endothelial cell
DRG neurons	dorsal root ganglion neuron	CL:1001451	sensory neuron of dorsal root ganglion
DRG neurons	DRG neuron	CL:1001451	sensory neuron of dorsal root ganglion
oocyte	oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
M2 than M1 human macrophages	M2-like human macrophage	CL:0000890	alternatively activated macrophage
M2 than M1 human macrophages	M2 than M1 human macrophage	CL:0000890	alternatively activated macrophage
