author_cell_type	CL_label	CL_ID	reference	dataset_version
IMM	plasmacytoid dendritic cell, human	CL:0001058	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PapE	papillary tips cell	CL:1000597	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dPT	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
aPT	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
M-FIB	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MD	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
NKC/T	lymphocyte	CL:0000542	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
tPC-IC	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-DVR	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
M-TAL	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
C-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dM-TAL	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-AVR	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MAC-M2	kidney interstitial alternatively activated macrophage	CL:1000695	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycPT	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
M-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
aTAL1	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-AEA	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DTL2	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
N	neutrophil	CL:0000775	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DTL1	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MDC	mononuclear phagocyte	CL:0000113	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
C-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-PTC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PT-S1/2	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PT-S3	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
C-TAL	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
M-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dM-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
T	T cell	CL:0000084	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PL	plasma cell	CL:0000786	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dFIB	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dC-TAL	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
VSMC	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
SC/NEU	neural cell	CL:0002319	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DTL3	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-GC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
VSMC/P	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycMNP	mononuclear phagocyte	CL:0000113	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MYOF	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dEC-PTC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
ncMON	non-classical monocyte	CL:0000875	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycEC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cDC	conventional dendritic cell	CL:0000990	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC-LYM	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MC	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IC-B	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
MAST	mast cell	CL:0000097	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dVSMC	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dATL	kidney loop of Henle thin ascending limb epithelial cell	CL:1001107	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
REN	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
B	B cell	CL:0000236	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
aTAL2	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dC-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dCNT	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
aFIB	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycCNT	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dIMCD	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMCD	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dEC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dM-FIB	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycDCT	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dPOD	podocyte	CL:0000653	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
pDC	plasmacytoid dendritic cell, human	CL:0001058	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dDTL3	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dDCT	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycMYOF	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
cycNKC/T	lymphocyte	CL:0000542	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
CCD-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
OMCD-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
CCD-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
OMCD-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
dOMCD-PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
CNT-PC	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DCT1	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DCT2	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
CNT-IC-A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
