annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
IMM	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0000236	B cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
IMM	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
Inner Medullary Collecting Duct Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Inner Medullary Collecting Duct Cell', 'full_name': 'inner medullary collecting duct cell', 'paper_synonyms': 'IMCD', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell
Intercalated Cell Type B	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Intercalated Cell Type B', 'full_name': 'intercalated cell', 'paper_synonyms': 'IC', 'tissue_context': ''}	CL:0005010	renal intercalated cell
Lymphatic Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Lymphatic Endothelial Cell', 'full_name': 'endothelial cells of the lymphatics', 'paper_synonyms': 'EC-LYM', 'tissue_context': ''}	CL:0002138	endothelial cell of lymphatic vessel
M-FIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-FIB', 'full_name': 'medullary fibroblasts', 'paper_synonyms': None, 'tissue_context': ''}	CL:4030022	renal medullary fibroblast
M-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-IC-A', 'full_name': 'intercalated cells', 'paper_synonyms': 'IC', 'tissue_context': ''}	CL:0005010	renal intercalated cell
M-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-PC', 'full_name': 'medullary principal cell', 'paper_synonyms': 'principal cells (PC)', 'tissue_context': ''}	CL:1001431	kidney collecting duct principal cell
M-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-TAL', 'full_name': 'medullary thick ascending limb', 'paper_synonyms': 'thick ascending limb (TAL)', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell
M2 Macrophage	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M2 Macrophage', 'full_name': 'M2 Macrophage', 'paper_synonyms': 'MAC-M2', 'tissue_context': ''}	CL:0000890	alternatively activated macrophage
MAC-M2	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MAC-M2', 'full_name': 'M2 macrophage', 'paper_synonyms': 'M2 macrophages', 'tissue_context': ''}	CL:0000890	alternatively activated macrophage
MAST	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MAST', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell
MC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell
MD	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MD', 'full_name': 'macula densa cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000850	macula densa epithelial cell
MDC	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MDC', 'full_name': 'monocyte-derived cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0011031	monocyte-derived dendritic cell
MYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MYOF', 'full_name': 'myofibroblast', 'paper_synonyms': 'MyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell
Macula Densa Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Macula Densa Cell', 'full_name': 'macula densa cell', 'paper_synonyms': 'MD', 'tissue_context': ''}	CL:1000850	macula densa epithelial cell
Mast Cell	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Mast Cell', 'full_name': 'mast cell', 'paper_synonyms': 'MAST', 'tissue_context': ''}	CL:0000097	mast cell
Medullary Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Medullary Fibroblast', 'full_name': 'medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:4030022	renal medullary fibroblast
Medullary Thick Ascending Limb Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Medullary Thick Ascending Limb Cell', 'full_name': 'medullary thick ascending limb cell', 'paper_synonyms': 'M-TAL; TAL', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell
Mesangial Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Mesangial Cell', 'full_name': 'mesangial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000650	mesangial cell
Monocyte-derived Cell	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Monocyte-derived Cell', 'full_name': 'monocyte-derived cell', 'paper_synonyms': 'MDCs', 'tissue_context': ''}	NO MATCH found	
Myofibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Myofibroblast', 'full_name': 'myofibroblast', 'paper_synonyms': 'MyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell
N	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'N', 'full_name': 'neutrophils', 'paper_synonyms': 'MPO+ cells', 'tissue_context': ''}	CL:0000775	neutrophil
NEU	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'NEU', 'full_name': 'neuronal cell', 'paper_synonyms': 'Schwann/neuronal; SCI/NEU', 'tissue_context': ''}	CL:0000540	neuron
NKC/T	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'NKC/T', 'full_name': 'T cells', 'paper_synonyms': 'T', 'tissue_context': ''}	CL:0000084	T cell
Natural Killer Cell / Natural Killer T Cell	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Natural Killer Cell / Natural Killer T Cell', 'full_name': 'Natural Killer Cell / Natural Killer T Cell', 'paper_synonyms': 'NKT', 'tissue_context': ''}	CL:0000623	natural killer cell
Neutrophil	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Neutrophil', 'full_name': 'neutrophil', 'paper_synonyms': 'N; MPO+ (N)', 'tissue_context': ''}	CL:0000775	neutrophil
Non-classical Monocyte	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Non-classical Monocyte', 'full_name': 'Non-classical Monocyte', 'paper_synonyms': 'ncMON', 'tissue_context': ''}	CL:0000875	non-classical monocyte
OMCD-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'OMCD-IC-A', 'full_name': 'outer medullary collecting duct intercalated cells', 'paper_synonyms': 'OMCD; IC; intercalated cells', 'tissue_context': ''}	CL:1000717	kidney outer medulla collecting duct intercalated cell
OMCD-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'OMCD-PC', 'full_name': 'outer medullary collecting duct principal cell', 'paper_synonyms': 'PC; principal cells; OMCD; outer medullary collecting duct', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell
Outer Medullary Collecting Duct Intercalated Cell Type A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Outer Medullary Collecting Duct Intercalated Cell Type A', 'full_name': 'Outer Medullary Collecting Duct Intercalated Cell Type A', 'paper_synonyms': 'OMCD; IC', 'tissue_context': ''}	CL:4030015	kidney collecting duct alpha-intercalated cell
Outer Medullary Collecting Duct Principal Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Outer Medullary Collecting Duct Principal Cell', 'full_name': 'Outer medullary collecting duct principal cell', 'paper_synonyms': 'OMCD; principal cells (PC); medullary principal cell (M-PC)', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell
PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PC', 'full_name': 'principal cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0005009	renal principal cell
PEC	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PEC', 'full_name': 'parietal epithelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000452	parietal epithelial cell
PL	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PL', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}		
POD	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'POD', 'full_name': 'podocyte', 'paper_synonyms': 'PODs', 'tissue_context': ''}		
PT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT', 'full_name': 'proximal tubule', 'paper_synonyms': None, 'tissue_context': ''}		
PT-S1/2	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT-S1/2', 'full_name': 'proximal tubule S1/S2', 'paper_synonyms': 'PT-S1/PT-S2', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule
PT-S3	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT-S3', 'full_name': 'proximal tubule S3', 'paper_synonyms': 'proximal tubule (PT)', 'tissue_context': ''}	CL:4030011	epithelial cell of proximal tubule segment 3
PapE	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PapE', 'full_name': 'papillary tip epithelial cells abutting the calyx', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000731	urothelial cell
Papillary Tip Epithelial Cell	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Papillary Tip Epithelial Cell', 'full_name': 'Papillary tip epithelial cell', 'paper_synonyms': 'PapE', 'tissue_context': ''}	CL:0000731	urothelial cell
Parietal Epithelial Cell	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Parietal Epithelial Cell', 'full_name': 'parietal epithelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000452	parietal epithelial cell
Peritubular Capilary Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Peritubular Capilary Endothelial Cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell
Plasma Cell	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Plasma Cell', 'full_name': 'Plasma cell', 'paper_synonyms': 'PL', 'tissue_context': ''}	CL:0000786	plasma cell
Plasmacytoid Dendritic Cell	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Plasmacytoid Dendritic Cell', 'full_name': 'Plasmacytoid dendritic cell', 'paper_synonyms': 'pDC', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell
Podocyte	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Podocyte', 'full_name': 'podocyte', 'paper_synonyms': 'PODs', 'tissue_context': ''}	CL:0000653	podocyte
Proximal Tubule Epithelial Cell Segment 1 / Segment 2	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Proximal Tubule Epithelial Cell Segment 1 / Segment 2', 'full_name': 'Proximal tubule epithelial cell, segments 1 and 2', 'paper_synonyms': 'PT-S1; PT-S2; PT-S1/PT-S2; PT', 'tissue_context': ''}	CL:1000838	kidney proximal convoluted tubule epithelial cell
Proximal Tubule Epithelial Cell Segment 3	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Proximal Tubule Epithelial Cell Segment 3', 'full_name': 'Proximal tubule epithelial cell, segment 3', 'paper_synonyms': 'PT-S3; PT', 'tissue_context': ''}	CL:4030011	epithelial cell of proximal tubule segment 3
REN	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'REN', 'full_name': 'juxtaglomerular renin-producing granular cells', 'paper_synonyms': 'renin-producing granular cells', 'tissue_context': ''}	CL:0000648	kidney granular cell
Renin-positive Juxtaglomerular Granular Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Renin-positive Juxtaglomerular Granular Cell', 'full_name': 'juxtaglomerular renin-producing granular (REN) cell', 'paper_synonyms': 'renin-producing granular (REN) cells; REN; juxtaglomerular renin-producing granular cells (REN)', 'tissue_context': ''}	CL:0000648	kidney granular cell
SC/NEU	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'SC/NEU', 'full_name': 'Schwann/neuronal', 'paper_synonyms': 'SCI/NEU', 'tissue_context': ''}	CL:0002319	neural cell
Schwann Cell / Neural	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Schwann Cell / Neural', 'full_name': 'Schwann/neuronal cell', 'paper_synonyms': 'SCI/NEU', 'tissue_context': ''}	CL:0002319	neural cell
T	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'T', 'full_name': 'T cell', 'paper_synonyms': 'CD3+ cells; lymphoid or T cells', 'tissue_context': ''}	CL:0000084	T cell
T Cell	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'T Cell', 'full_name': 'T cell', 'paper_synonyms': 'T; CD3+ cells', 'tissue_context': ''}	CL:0000084	T cell
TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'TAL', 'full_name': 'thick ascending limb', 'paper_synonyms': 'C-TAL; M-TAL', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell
Transitional Principal-Intercalated Cell	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Transitional Principal-Intercalated Cell', 'full_name': 'transitioning principal and intercalated cells', 'paper_synonyms': '', 'tissue_context': ''}	NO MATCH found	
VSM/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSM/P', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'vascular smooth muscle cell; pericyte; VSMC', 'tissue_context': ''}	NO MATCH found	
VSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC', 'full_name': 'vascular smooth muscle cell', 'paper_synonyms': 'VSM/P; pericyte', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell
VSMC/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC/P', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'VSM/P; VSMC; vascular smooth muscle cell; pericyte', 'tissue_context': ''}	CL:0008034	mural cell
Vascular Smooth Muscle Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell', 'full_name': 'vascular smooth muscle cell', 'paper_synonyms': 'VSMC; VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell
Vascular Smooth Muscle Cell / Pericyte	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell / Pericyte', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'VSM/P; VSMC', 'tissue_context': ''}	CL:0008034	mural cell
aFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aFIB', 'full_name': 'adaptive fibroblast', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast
aPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aPT', 'full_name': 'adaptive proximal tubule cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule
aTAL1	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aTAL1', 'full_name': 'adaptive thick ascending limb 1', 'paper_synonyms': 'aTAL; aEpi', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell
aTAL2	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aTAL2', 'full_name': 'adaptive thick ascending limb 2', 'paper_synonyms': 'adaptive TAL', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell
cDC	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cDC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000990	conventional dendritic cell
cycCNT	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycCNT', 'full_name': 'cycling connecting tubule', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell
cycDCT	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycDCT', 'full_name': 'cycling distal convoluted tubule cell', 'paper_synonyms': 'DCT', 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell
cycEC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycEC', 'full_name': 'cycling endothelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell
cycMNP	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycMNP', 'full_name': 'cycling', 'paper_synonyms': None, 'tissue_context': ''}	CL:4033078	cycling mononuclear phagocyte
cycMYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycMYOF', 'full_name': 'cycling myofibroblasts', 'paper_synonyms': 'MyoF; cycMyoF; myofibroblasts', 'tissue_context': ''}	CL:0000186	myofibroblast cell
cycNKC/T	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycNKC/T', 'full_name': 'cycling T cells', 'paper_synonyms': 'T; T cells', 'tissue_context': ''}	CL:4033069	cycling T cell
cycPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycPT', 'full_name': 'cycling proximal tubule cell', 'paper_synonyms': 'PT; cycling', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule
dATL	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dATL', 'full_name': 'degenerative ascending thin limb', 'paper_synonyms': 'ATL; ascending thin limbs', 'tissue_context': ''}	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell
dC-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dC-IC-A', 'full_name': 'degenerative cortical intercalated cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000715	kidney cortex collecting duct intercalated cell
dC-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dC-TAL', 'full_name': 'degenerative cortical thick ascending limb', 'paper_synonyms': 'thick ascending limb (TAL); cortical thick ascending limb (C-TAL)', 'tissue_context': ''}	CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell
dCNT	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dCNT', 'full_name': 'degenerative connecting tubule', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell
dDCT	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dDCT', 'full_name': 'degenerative distal convoluted tubule cells', 'paper_synonyms': 'DCT', 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell
